germany-G108_PzKpfwII_AusfD,30 14 14,14 14 14,#1031
germany-G109_Steyr_WT,20 10  8,20 10 10,#1031
germany-G11_Bison_I,13 13 13,,#1031
germany-G110_Typ_205,200 155 135,240 160 150,#1031
germany-G112_KanonenJagdPanzer,30 30 8,,#1031
germany-G112_KanonenJagdPanzer_105,30 30 8,,#1031
germany-G113_SP_I_C,10 10 10,15 10 10,#1031
germany-G114_Rheinmetall_Skorpian,30 16 20,,#1031
germany-G114_Skorpian,30 16 20,,#1031
germany-G115_Typ_205_4_Jun,200 130 120,230 160 140,#1031
germany-G115_Typ_205B,200 130 120,230 160 140,#1031
germany-G116_Turan_III_prot,50 25 25,75 35 55,#1031
germany-G117_Toldi_III,35 13 10,35 25 25,#1031
germany-G117_Toldi_III_bootcamp,35 13 10,35 25 25,#1031
germany-G118_VK4503,100 80 80,100 80 80,#1031
germany-G119_Panzer58, 90 30 40,120 65 40,#1031
germany-G119_Panzer58_BF, 90 30 40,120 65 40,#1031
germany-G119_Panzer58_FL, 90 30 40,120 65 40,#1031
germany-G119_Pz58_Mutz, 90 30 40,120 65 40,#1031
germany-G12_Ltraktor,14 14 14,14 14 14,#1031
germany-G12_Ltraktor_bot,14 14 14,14 14 14,#1031
germany-G120_M41_90,25 25 19,25 25 25,#1031
germany-G120_M41_90_GrandFinal,25 25 19,25 25 25,#1031
germany-G121_Grille_15_L63,30 16 20,,#1031
germany-G122_VK6501H,80 80 80,80 80 80,#1031
germany-G125_Spz_57_Rh,30 30  8,20 20 20,#1031
germany-G126_HWK_12,14 14 14,15 10 10,#1031
germany-G13_VK3001H,50 50 50,80 60 60,#1031
germany-G134_PzKpfw_VII,240 160 120,200 160 120,#1031
germany-G136_Tiger_131,100 80 80,100 80 80,#1031
germany-G137_PzVI_Tiger_217,100 80 80,100 80 80,#1031
germany-G138_VK168_02,180 130 100,230 160 100,#1031
germany-G138_VK168_02_Mauerbrecher,180 130 100,230 160 100,#1031
germany-G139_MKA,25 18 16,25 16 16,#1031
germany-G140_HWK_30,25 20  8,20 20 20,#1031
germany-G141_VK7501K,180 100 80,250 100 80,#1031
germany-G142_M48RPz,152 76 25,254 76 51,#1031
germany-G143_E75_TS,120  80 80,230 120 80,#1031
germany-G144_Kpz_50t,120 40 20,250 40 30,#1031
germany-G147_Kunze_Panzer,40 30 20,63 53 53,#1031
germany-G15_VK3601H,100 60 60,100 80 80,#1031
germany-G151_Pz_Sfl_IC,50 15 15,,#1031
germany-G154_Kpz_07_RH,115 75 25, 80 60 60,#1031
germany-G158_VK2801_105_SPXXI,50 30 30,50 30 30,#1031
germany-G16_PzVIB_Tiger_II,160  80 80,245 120 80,#1031
germany-G16_PzVIB_Tiger_II_F,160 80 80,245 80 80,#1031
germany-G16_PzVIB_Tiger_II_IGR,150 80 80,185 80 80,#1031
germany-G16_PzVIB_Tiger_II_training,200 65 20,200 65 20,#1031
germany-G160_Pz_Kpfw_35_R_mit_T_26_Turm,40 40 32,15 15 15,#1031
germany-G161_Pz_Kpfw_M15_38_t,45 25 25,50 30 25,#1031
germany-G17_JagdPzIV,80 40 22,,#1031
germany-G18_JagdPanther,80 50 40,,#1031
germany-G19_Wespe,30 14 14,,#1031
germany-G20_Marder_II,30 14 14,,#1031
germany-G21_PanzerJager_I,13 13 13,,#1031
germany-G21_PanzerJager_I_bootcamp,13 13 13,,#1031
germany-G22_Sturmpanzer_II,30 14 14,,#1031
germany-G23_Grille,15 15 10,,#1031
germany-G24_VK3002DB, 80 45 50,120 60 60,#1031
germany-G24_VK3002DB_SH,100  70 20,140 120 50,#1031
germany-G25_PzII_Luchs,30 20 20,50 30 30,#1031
germany-G26_VK1602,50 30 30,50 30 30,#1031
germany-G27_VK3001P, 75 62 40,100 80 80,#1031
germany-G28_PzIII_IV,80 30 20,50 30 30,#1031
germany-G32_PzV_PzIV,85 40 40,50 30 30,#1031
germany-G32_PzV_PzIV_ausf_Alfa,85 40 40,50 30 30,#1031
germany-G32_PzV_PzIV_ausf_Alfa_CN,85 40 40,50 30 30,#1031
germany-G32_PzV_PzIV_CN,85 40 40,50 30 30,#1031
germany-G33_H39_captured,40 40 40,40 40 40,#1031
germany-G34_S35_captured,36 35 25,56 46 46,#1031
germany-G35_B-1bis_captured,60 60 55,46 46 46,#1031
germany-G36_PzII_J,80 50 50,80 50 50,#1031
germany-G37_Ferdinand,200 80 80,,#1031
germany-G37_Ferdinand_FL,200 80 80,,#1031
germany-G37_Ferdinand_IGR,200 80 80,,#1031
germany-G39_Marder_III,50 15 15,,#1031
germany-G40_Nashorn,30 20 20,,#1031
germany-G40_Nashorn_MapsTraining_Dummy_ATSPG_2,1 1 1,,#1031
germany-G41_DickerMax,50 20 20,,#1031
germany-G42_Maus,200 185 160,260 210 210,#1031
germany-G42_Maus_IGR,200 185 160,260 210 210,#1031
germany-G43_Sturer_Emil,50 30 30,,#1031
germany-G44_JagdTiger,250 80 80,,#1031
germany-G44_JagdTiger_FL,250 80 80,,#1031
germany-G44_JagdTigerH,250 80 80,,#1031
germany-G45_G_Tiger,30 16 16,,#1031
germany-G46_T-25,50 45 35,60 60 35,#1031
germany-G48_E-25,50 30 30,,#1031
germany-G48_E-25_IGR,50 30 30,,#1031
germany-G49_G_Panther,50 30 20,,#1031
germany-G50_T-15,30 20 12,30 25 25,#1031
germany-G51_Lowe,150 100 80,120  80 80,#1031
germany-G51_Lowe_FL,150 100 80,120  80 80,#1031
germany-G52_Pz38_NA,30 25 20,30 20 20,#1031
germany-G53_PzI,13 13 13,14 13 13,#1031
germany-G54_E-50,150 80 80,215 80 80,#1031
germany-G54_E-50_FL,150 80 80,215 80 80,#1031
germany-G55_E-75,160 120 120,280 160 160,#1031
germany-G56_E-100,200 120 150,270 150 150,#1031
germany-G57_PzVI_Tiger_P,200 80 80,100 80 80,#1031
germany-G58_VK4502P,200 120 100,265 160 160,#1031
germany-G58_VK4502P7, 80 80 80,100 80 80,#1031
germany-G61_G_E,80 50 40,,#1031
germany-G63_PzI_ausf_C,30 20 14,30 14 14,#1031
germany-G64_Panther_II,100 60 40,120 60 60,#1031
germany-G64_Panther_II_IGR,100 60 40,120 60 60,#1031
germany-G65_JagdTiger_SdKfz_185,250 80 80,,#1031
germany-G65_JagdTiger_SdKfz_185_IGR,250 80 80,,#1031
germany-G66_VK2801,50 30 30,50 30 30,#1031
germany-G67_VK4502A,150 80 80,185 80 80,#1031
germany-G70_PzIV_Hydro,50 30 20,50 30 30,#1031
germany-G71_JagdPantherII,100 60 40,,#1031
germany-G72_JagdPz_E100,200 120 150,,#1031
germany-G73_E50_Ausf_M,150 80 80,250 80 80,#1031
germany-G76_Pz_Sfl_IVc,20 14 14,,#1031
germany-G77_PzIV_Schmalturm, 80 30 20,120 60 60,#1031
germany-G78_Panther_M10, 85 50 40,100 45 45,#1031
germany-G79_Pz_IV_AusfGH,80 30 20,50 30 30,#1031
germany-G80_Pz_IV_AusfD,30 20 20,30 20 20,#1031
germany-G80_Pz_IV_AusfD_bootcamp,30 20 20,30 14 14,#1031
germany-G81_Pz_IV_AusfH,80 30 20,50 30 30,#1031
germany-G81_Pz_IV_AusfH_GuP,80 30 20,50 30 30,#1031
germany-G82_Pz_II_AusfG,30 20 14,30 14 14,#1031
germany-G83_Pz_IV_AusfA,14 14 14,30 14 14,#1031
germany-G85_Auf_Panther,85 50 40,50 30 30,#1031
germany-G85_Aufklarungspanzer_V,85 50 40,50 30 30,#1031
germany-G86_VK2001DB,50 40 30,57 30 30,#1031
germany-G87_VK3002DB_V1,60 40 50,80 45 45,#1031
germany-G88_Indien_Panzer,90 90 45,90 90 45,#1031
germany-G89_Leopard1,70 35 25,52 60 60,#1031
germany-G89_Leopard1_bob,70 35 25,52 60 60,#1031
germany-G90_DW_II,50 50 50,50 50 50,#1031
germany-G90_DW_II_MapsTraining_Dummy_HT_1,50 50 50,50 50 50,#1031
germany-G91_Pro_Ag_A,70 35 25,52 60 60,#1031
germany-G92_VK7201,240 160 120,200 160 120,#1031
germany-G93_GW_Mk_VIe,22 14 14,,#1031
germany-G94_GW_Tiger_P,100 80 16,,#1031
germany-G95_Pz_Sfl_IVb,20 14 14,,#1031
germany-G96_VK3002M, 85 40 40,100 45 45,#1031
germany-G97_Waffentrager_IV,80 30 20,,#1031
germany-G98_Waffentrager_E100,80 50 40,20 10  8,#1031
germany-G98_Waffentrager_E100_P,80 50 40,20 10  8,#1031
germany-G99_RhB_Waffentrager,20 10 8,,#1031
italy-It03_M15_42,45 25 25,42 25 25,#1031
italy-It04_Fiat_3000,16 16 16,16 16 16,#1031
italy-It05_Carro_L6_40,30 15 15,30 15 15,#1031
italy-It06_M14_41,30 25 25,42 25 25,#1031
italy-It07_P26_40,50 40 40,50 40 40,#1031
italy-It08_Progetto_M40_mod_65, 50 40 25,120 40 30,#1031
italy-It08_Progetto_M40_mod_65_bob, 50 40 25,120 40 30,#1031
italy-It09_P43_ter,100 50 50,100 50 50,#1031
italy-It10_P43_bis,80 50 50,80 50 50,#1031
italy-It11_P43,80 50 50,80 50 50,#1031
italy-It12_Prototipo_Standard_B,50 25 15,60 55 55,#1031
italy-It13_Progetto_M35_mod_46,60 30 20,80 60 25,#1031
italy-It14_P44_Pantera, 80 50 50,120 60 60,#1031
italy-It15_Rinoceronte,135  75  40,190 120 120,#1031
italy-It16_Carro_d_assalto_P88,100 60 20,100 70 70,#1031
italy-It17_Progetto_CC55_mod_54,100  70  40,180 100 100,#1031
italy-It18_Progetto_C45_mod_71,135 75 30,185 80 50,#1031
italy-It19_Progetto_C50_mod_66,130  70  40,195 105 105,#1031
italy-It20_Carro_Combattimento_45t, 80 70 30,230 80 50,#1031
japan-J01_NC27,30 30 22,20 20 20,#1031
japan-J01_NC27_bot,30 30 22,18 18 16,#1031
japan-J02_Te_Ke,12 10  8,12 10 10,#1031
japan-J03_Ha_Go,12 12 10,35 25 25,#1031
japan-J04_Ke_Ni,16 12 10,30 16 16,#1031
japan-J04_Ke_Ni_bootcamp,16 12 10,30 16 16,#1031
japan-J05_Ke_Ni_B,16 12 10,30 16 16,#1031
japan-J06_Ke_Ho,20 16 12,30 20 16,#1031
japan-J07_Chi_Ha,25 25 20,35 25 25,#1031
japan-J08_Chi_Nu,50 25 20,50 35 25,#1031
japan-J09_Chi_He,50 25 20,50 35 25,#1031
japan-J10_Chi_To,75 35 35,75 35 50,#1031
japan-J11_Chi_Ri,75 35 35,75 50 50,#1031
japan-J11_Chi_Ri_IGR,75 35 35,75 50 50,#1031
japan-J12_Chi_Nu_Kai,50 25 20,75 50 50,#1031
japan-J13_STA_1,45 35 25,70 60 35,#1031
japan-J13_STA_1_IGR,45 35 25,70 60 35,#1031
japan-J14_Type_61,55 45 25,85 80 35,#1031
japan-J15_Chi_Ni,25 12 10,30 20 20,#1031
japan-J16_ST_B1,110 35 25,222 60 25,#1031
japan-J16_ST_B1_IGR,110  35 25,132 132 37,#1031
japan-J18_STA_2_3,45 35 25,70 60 35,#1031
japan-J19_Tiger_I_Jpn,100 80 80,100 80 80,#1031
japan-J20_Type_2605,270 160 150,280 210 200,#1031
japan-J21_Type_91,20 15 15,20 20 20,#1031
japan-J22_Type_95,35 30 25,30 25 25,#1031
japan-J22_Type_95_bootcamp,35 30 25,30 25 25,#1031
japan-J23_Mi_To,125 70 70,125 75 75,#1031
japan-J24_Mi_To_130_tons,150  70 105,150 150 105,#1031
japan-J25_Type_4,250 140 150,250 200 200,#1031
japan-J26_Type_89,17 15 15,15 15 15,#1031
japan-J27_O_I_120,200 105 150,200 200 200,#1031
japan-J28_O_I_100,175  70 150,200 150 150,#1031
japan-J29_Nameless,220  80 80,240 150 80,#1031
japan-J30_Edelweiss,120 60 60,120 80 60,#1031
poland-Pl01_TKS_20mm,10 8 8,,#1031
poland-Pl03_PzV_Poland, 85 50 40,100 45 45,#1031
poland-Pl05_50TP_Tyszkiewicza,120  90  60,230 160 100,#1031
poland-Pl06_10TP,20 20 20,18 16 16,#1031
poland-Pl07_14TP,30 25 25,30 27 25,#1031
poland-Pl08_50TP_prototyp,170  90  80,210 150 100,#1031
poland-Pl09_7TP,17 13 10,18 16 15,#1031
poland-Pl10_40TP_Habicha, 90 40 35,130 60 40,#1031
poland-Pl11_45TP_Habicha,100  50 40,170 100 70,#1031
poland-Pl12_25TP_KSUST_II,45 40 35,80 50 45,#1031
poland-Pl13_53TP_Markowskiego,110  80 50,210 140 90,#1031
poland-Pl14_4TP,11 8 6,10 8 6,#1031
poland-Pl15_60TP_Lewandowskiego,160 100  90,260 150 100,#1031
poland-Pl16_T34_85_Rudy,45 45 40,90 75 52,#1031
poland-Pl17_DS_PZlnz,50 40 30,50 30 30,#1031
poland-Pl18_BUGI, 55 40 40,100 60 40,#1031
poland-Pl19_CS_52_LIS, 80  75 45,190 110 90,#1031
poland-Pl20_CS_44,140 50 30,150 80 50,#1031
poland-Pl21_CS_63, 80 50 40,260 60 40,#1031
poland-Pl22_CS_59,110 45 40,130 55 40,#1031
poland-Pl23_CS_53, 80 60 40,130 60 40,#1031
sweden-S01_Strv_74_A2,55 30 20,40 20 20,#1031
sweden-S02_Strv_M42,55 30 20,55 30 20,#1031
sweden-S03_Strv_M38,13 13 13,15 13 13,#1031
sweden-S04_Lago_I,34 34 24,34 28 20,#1031
sweden-S05_Strv_M21_29,14 14 14,14 14 14,#1031
sweden-S06_Ikv_90_Typ_B_Bofors,15 12 12,,#1031
sweden-S07_Strv_74,55 30 20,20 20 20,#1031
sweden-S08_Ikv_65_Alt_2,15 10 10,,#1031
sweden-S09_L_120_TD,10 8 8,,#1031
sweden-S10_Strv_103_0_Series,40 30 30,,#1031
sweden-S10_Strv_103_0_Series_FL,40 30 30,,#1031
sweden-S11_Strv_103B,40 30 30,,#1031
sweden-S12_Strv_M40,48 13 13,50 20 35,#1031
sweden-S13_Leo,70 30 20,70 30 20,#1031
sweden-S14_Ikv_103,18 7 12,,#1031
sweden-S15_L_60,13 13  7,13 13 13,#1031
sweden-S16_Kranvagn, 90 70 37,225 70 37,#1031
sweden-S16_Kranvagn_bob, 90 70 37,225 70 37,#1031
sweden-S17_EMIL_1952_E2, 80 60 30,215 60 30,#1031
sweden-S18_EMIL_1951_E1,100 35 30,180 35 20,#1031
sweden-S19_Sav_M43,50 15 15,,#1031
sweden-S20_Ikv_72,18 7 12,,#1031
sweden-S21_UDES_03,20 20 20,,#1031
sweden-S22_Strv_S1,30 30 30,,#1031
sweden-S22_Strv_S1_FL,30 30 30,,#1031
sweden-S23_Strv_81, 76 51 38,254 89 89,#1031
sweden-S23_Strv_81_sabaton, 76 51 38,254 89 89,#1031
sweden-S25_EMIL_51,100 35 30,180 35 20,#1031
sweden-S26_Lansen_C,60 40 25,70 70 40,#1031
sweden-S27_UDES_16,45 40 20,70 40 20,#1031
sweden-S28_UDES_15_16, 50 50 30,100 40 20,#1031
sweden-S29_UDES_14_5,35 35 10,66 30 20,#1031
sweden-S30_UDES_03_Alt_3,35 35 20,66 30 20,#1031
sweden-S31_Strv_K, 90 70 37,254 89 89,#1031
sweden-S32_Bofors_Tornvagn,260 50 40,280 90 75,#1031
uk-GB01_Medium_Mark_I,6 6 6,6 6 6,#1031
uk-GB01_Medium_Mark_I_bot,6 6 6,6 6 6,#1031
uk-GB03_Cruiser_Mk_I,14 10 10,14 12 14,#1031
uk-GB04_Valentine,60 60 60,65 65 65,#1031
