italy-It12_Prototipo_Standard_B,*,*,#920
italy-It13_Progetto_M35_mod_46,*,*,#920
italy-It14_P44_Pantera,*,*,#920
italy-It15_Rinoceronte,*,*,#920
italy-It17_Progetto_CC55_mod_54,*,*,#920
italy-It18_Progetto_C45_mod_71,*,*,#920
italy-It19_Progetto_C50_mod_66,*,*,#920
italy-It20_Carro_Combattimento_45t,*,*,#920
japan-J01_NC27,*,,#920
japan-J11_Chi_Ri,*,*,#920
japan-J11_Chi_Ri_IGR,*,*,#920
japan-J15_Chi_Ni,*,,#920
poland-Pl01_TKS_20mm,*,*,#920
poland-Pl07_14TP,*,,#920
poland-Pl12_25TP_KSUST_II,*,,#920
poland-Pl14_4TP,*,,#920
sweden-S01_Strv_74_A2,*,*,#920
sweden-S03_Strv_M38,*,,#920
sweden-S05_Strv_M21_29,*,*,#920
sweden-S09_L_120_TD,*,,#920
sweden-S15_L_60,*,*,#920
sweden-S16_Kranvagn,*,*,#920
sweden-S16_Kranvagn_bob,*,*,#920
sweden-S17_EMIL_1952_E2,*,*,#920
sweden-S18_EMIL_1951_E1,*,*,#920
sweden-S25_EMIL_51,*,*,#920
uk-GB03_Cruiser_Mk_I,*,*,#920
uk-GB107_Cavalier_SH,*,,#920
uk-GB109_GSOR_1008,*,*,#920
uk-GB14_M2,*,,#920
uk-GB58_Cruiser_Mk_III,*,*,#920
uk-GB59_Cruiser_Mk_IV,*,*,#920
uk-GB60_Covenanter,*,,#920
uk-GB69_Cruiser_Mk_II,*,*,#920
uk-GB75_AT7,*,,#920
uk-GB76_Mk_VIC,*,*,#920
usa-A01_T1_Cunningham,*,*,#920
usa-A02_M2_lt,*,*,#920
usa-A03_M3_Stuart,*,,#920
usa-A03_M3_Stuart_bootcamp,*,*,#920
usa-A08_T23,*,*,#920
usa-A103_T71E1,*,*,#920
usa-A103_T71E1_IGR,*,*,#920
usa-A132_T77,*,*,#920
usa-A140_ASTRON_REX_105mm,*,*,#920
usa-A15_T57,*,*,#920
usa-A19_T2_lt,*,*,#920
usa-A22_M5_Stuart,*,*,#920
usa-A24_T2_med,*,*,#920
usa-A24_T2_med_bot,*,*,#920
usa-A26_T18,*,*,#920
usa-A33_MTLS-1G14,*,*,#920
usa-A67_T57_58,*,*,#920
usa-A72_T25_2_SH,*,,#920
usa-A74_T1_E6,*,*,#920
usa-A89_T54E1,*,*,#920
usa-A90_T69,*,*,#920
usa-A90_T69_IGR,*,*,#920
usa-A93_T7_Combat_Car,*,*,#920
ussr-R08_BT-2,*,,#920
ussr-R115_IS-3_auto,*,*,#920
ussr-R115_IS-3_auto_test,*,*,#920
ussr-R12_A-20,*,*,#920
ussr-R172_Object_752,*,*,#920
ussr-R174_BT-5,*,,#920
ussr-R22_T-46,*,*,#920
ussr-R42_T-60,*,,#920
ussr-R44_T80,*,*,#920
ussr-R44_T80_MapsTraining_Dummy_LT_1,*,*,#920
